Customer_ID,Age,Gender,Location,Device_Type,Signup_Date,Session_Count,Avg_Session_Duration,Pages_Viewed,Product_Views,Add_to_Cart_Count,Total_Purchases,Total_Spend,Avg_Order_Value,Last_Purchase_Date,Recency,Frequency,Monetary,Engagement_Level,Purchase_Probability,Product_Category,Product_ID,Interaction_Score
CUST000350,49.0,Male,Kolkata,Mobile,2024-09-10,1,27,9,10,3,0,0.0,10.14,2024-06-09,205,0,0.0,Very Low,0.0,Beauty,PROD91509,0.22
CUST000351,50.0,Male,Kolkata,Mobile,2023-02-25,52,13,35,35,12,2,190.60799999999998,100.32,2024-12-26,5,2,190.60799999999998,Low,0.29,Home,PROD88870,0.34
CUST000352,30.0,Male,Delhi,Mobile,2023-12-11,61,19,48,47,9,2,267.89,127.84,2024-12-18,13,2,267.89,Low,0.14,Books,PROD41942,0.41
CUST000353,60.0,Female,Chennai,Tablet,2022-05-16,97,21,39,27,11,1,37.38,35.68,2024-12-10,21,1,37.38,Medium,0.29,Books,PROD67924,0.43
CUST000354,42.0,Male,Mumbai,Tablet,2024-05-27,10,25,1,4,1,3,26.09,8.56,2024-12-28,3,3,26.09,Very Low,0.17,Books,PROD65227,0.11
CUST000355,55.0,Female,Mumbai,Desktop,2022-08-11,30,26,2,0,1,1,76.76,71.71,2024-12-14,17,1,76.76,,0.12,Books,PROD28283,0.13
CUST000356,33.0,Female,Chennai,Mobile,2023-11-28,23,14,26,19,8,0,0.0,28.71,2024-09-07,115,0,0.0,Very Low,0.1,Home,PROD86394,0.26
CUST000357,,Female,Delhi,Tablet,2022-08-06,21,29,19,16,7,3,94.47,32.19,2024-11-05,56,3,94.47,Very Low,0.0,Books,PROD28190,0.3
CUST000358,18.0,Female,Pune,Mobile,2023-08-25,35,18,24,12,7,0,0.0,27.87,2024-01-06,360,0,0.0,Low,0.0,Sports,PROD66903,0.29
CUST000359,54.0,Female,Mumbai,Desktop,2024-11-02,88,24,20,14,3,3,1425.0,500.0,2024-12-21,10,3,1425.0,Medium,0.35,Electronics,PROD87563,0.29
CUST000360,38.0,Male,Kolkata,Mobile,2021-10-14,144,12,58,44,10,0,0.0,82.48,2024-03-29,277,0,0.0,Low,0.5,Sports,PROD55782,0.5
CUST000361,61.0,Female,Bangalore,Mobile,2024-01-05,38,14,12,0,4,0,0.0,30.31,2024-04-30,245,0,0.0,Low,0.18,Sports,PROD91292,0.19
CUST000362,34.0,Female,Chennai,Mobile,2024-05-01,91,15,47,38,9,0,0.0,20.01,2024-01-04,362,0,0.0,Low,0.28,Fashion,PROD12158,0.44
CUST000363,52.0,Male,Chennai,Mobile,2022-05-18,75,12,55,41,15,1,104.956,110.48,2024-10-26,66,1,104.956,Low,0.46,Books,PROD73701,0.5
CUST000364,36.0,Female,Kolkata,Mobile,2023-02-17,107,14,33,19,7,0,0.0,99.86,2024-04-14,261,0,0.0,Low,0.43,Books,PROD25977,0.27
CUST000365,39.0,Female,Delhi,Desktop,2022-04-10,1,24,1,9,4,0,0.0,67.31,2024-09-19,103,0,0.0,,0.07,Electronics,PROD80898,0.17
CUST000366,38.0,Female,Pune,Mobile,2022-04-17,139,16,53,33,13,2,82.83,41.45,2024-12-13,18,2,82.83,Low,0.39,Fashion,PROD93070,0.58
CUST000367,39.0,Male,Mumbai,Mobile,2022-07-14,103,14,10,26,5,0,0.0,107.13,2024-05-27,218,0,0.0,Low,0.03,Home,PROD54609,0.34
CUST000368,31.0,Female,Mumbai,Mobile,2024-05-05,45,24,2,8,5,4,112.93599999999999,29.72,2024-11-25,36,4,112.93599999999999,Low,0.43,Books,PROD49351,0.23
CUST000369,44.0,Female,Delhi,Mobile,2023-10-10,24,18,14,9,6,2,69.255,36.45,2024-12-30,1,2,69.255,Low,0.01,Beauty,PROD46554,0.22
CUST000370,30.0,Female,Chennai,Tablet,2024-12-28,83,24,35,31,4,1,108.12,102.29,2024-10-30,62,1,108.12,Very Low,0.0,Fashion,PROD78387,0.27
CUST000371,67.0,Male,Bangalore,Mobile,2024-10-24,36,21,3,11,2,1,56.64,59.27,2024-11-23,38,1,56.64,Very Low,0.0,Books,PROD80855,0.22
CUST000372,67.0,Male,,Mobile,2024-04-15,42,13,20,4,2,0,0.0,29.83,2024-03-19,287,0,0.0,Very Low,0.12,Sports,PROD12066,0.14
CUST000373,26.0,Male,Hyderabad,Desktop,2022-09-02,62,13,38,24,11,1,105.66,104.22,2024-12-11,20,1,105.66,Low,0.05,Electronics,PROD44619,0.29
CUST000374,53.0,Female,Mumbai,Desktop,2023-02-25,93,14,59,35,10,0,0.0,44.47,2024-04-18,257,0,0.0,Low,0.29,Fashion,PROD34461,0.48
CUST000375,25.0,Female,Pune,Mobile,2022-02-16,77,16,33,45,9,0,0.0,47.65,2024-03-12,294,0,0.0,Low,0.1,Home,PROD21694,0.39
CUST000376,22.0,Female,Mumbai,Desktop,2023-04-27,103,12,39,11,3,4,233.15,53.49,2024-12-14,17,4,233.15,Low,0.56,Home,PROD82124,0.23
CUST000377,69.0,Female,Kolkata,Desktop,2024-02-24,1,24,1,7,6,1,28.95,26.42,2024-11-07,54,1,28.95,,0.17,,PROD30236,0.12
CUST000378,61.0,Female,Delhi,Desktop,2024-10-20,62,32,33,16,2,0,0.0,61.92,2024-02-15,320,0,0.0,Low,0.32,Fashion,PROD66464,0.3
CUST000379,66.0,Female,Bangalore,Mobile,2021-05-26,14,17,1,0,4,3,204.77,62.37,2024-12-16,15,3,204.77,Low,0.08,Books,PROD77852,0.09
CUST000380,,Female,Delhi,Tablet,2024-05-01,67,29,7,8,4,2,166.12,81.86,2024-12-30,1,2,166.12,Low,0.4,Beauty,PROD12972,0.15
CUST000381,35.0,Male,Mumbai,Mobile,2021-04-24,96,14,36,26,9,1,69.36,71.2,2024-09-24,98,1,69.36,Low,0.44,Books,PROD26551,0.4
CUST000382,54.0,Female,Delhi,,2022-10-23,81,13,32,30,6,0,0.0,56.83,2024-01-31,335,0,0.0,Very Low,0.51,Books,PROD78608,0.31
CUST000383,39.0,Male,Mumbai,Mobile,2021-03-11,27,16,10,9,2,2,301.63,137.4,2024-12-22,9,2,301.63,Very Low,0.01,Home,PROD45382,0.12
CUST000384,31.0,Female,Mumbai,Mobile,2022-02-12,27,18,3,0,3,1,58.65,53.96,2024-10-28,64,1,58.65,Low,0.07,Electronics,PROD11236,0.07
CUST000385,29.0,Female,Mumbai,Desktop,2023-12-24,18,21,22,25,4,1,42.34,43.03,2024-12-13,18,1,42.34,Very Low,0.0,Electronics,PROD45512,0.29
CUST000386,30.0,,Bangalore,Mobile,2022-08-24,46,14,28,20,5,0,0.0,34.95,2024-03-04,302,0,0.0,Low,0.23,Electronics,PROD33176,0.23
CUST000387,,Female,Chennai,Mobile,2021-08-08,19,16,1,0,3,1,185.71,169.27,2024-12-30,1,1,185.71,Very Low,0.0,Sports,PROD72062,0.0
CUST000388,28.0,Female,Bangalore,Mobile,2023-04-25,44,21,8,0,2,1,212.724,223.92,2024-08-07,146,1,212.724,,0.0,Electronics,PROD84903,0.04
CUST000389,42.0,Female,Kolkata,Mobile,2021-02-18,45,21,29,16,4,0,0.0,45.5,2024-08-05,148,0,0.0,Very Low,0.38,Fashion,PROD90621,0.2
CUST000390,41.0,Male,Hyderabad,Tablet,2022-01-02,123,26,29,36,5,0,0.0,25.29,2024-03-19,287,0,0.0,Low,0.38,Books,PROD48545,0.48
CUST000391,30.0,Male,Hyderabad,Mobile,2024-02-16,37,17,25,0,2,0,0.0,36.96,2024-03-08,298,0,0.0,Very Low,0.06,Books,PROD81470,0.23
CUST000392,19.0,Female,Hyderabad,Mobile,2023-10-24,80,14,4,9,3,1,84.73049999999999,89.19,2024-12-13,18,1,84.73049999999999,Very Low,0.15,Books,PROD71546,0.19
CUST000393,37.0,Male,Delhi,Desktop,2022-07-07,44,24,26,24,4,0,0.0,82.55,2024-01-17,349,0,0.0,Low,0.28,Beauty,PROD31666,0.24
CUST000394,21.0,Male,Hyderabad,Desktop,2024-08-21,126,23,45,39,6,1,188.88,189.09,2024-12-25,6,1,188.88,Low,0.26,Electronics,PROD78898,0.53
CUST000395,29.0,Male,Mumbai,Mobile,2021-06-28,125,11,55,37,13,1,46.44,46.43,2024-11-01,60,1,46.44,Low,0.5,Electronics,PROD52074,0.5
CUST000396,27.0,Male,Kolkata,Mobile,2024-08-22,48,20,37,22,6,0,0.0,101.4,2024-02-18,317,0,0.0,Very Low,0.49,Fashion,PROD91058,0.27
CUST000397,18.0,Female,Chennai,Desktop,2024-07-26,140,11,35,38,8,3,164.2455,57.63,2024-08-08,145,3,164.2455,Low,0.48,Electronics,PROD48465,0.45
CUST000398,40.0,Female,Mumbai,Desktop,2024-04-15,18,29,1,0,1,5,155.5,28.66,2024-12-17,14,5,155.5,Very Low,0.0,Books,PROD47422,0.17
CUST000399,28.0,Female,Chennai,Desktop,2023-01-13,19,26,1,0,0,0,0.0,77.81,2024-05-02,243,0,0.0,Very Low,0.25,Books,PROD65387,0.19
CUST000400,56.0,Female,Mumbai,Tablet,2023-04-07,15,25,19,0,4,1,100.5,101.42,2024-12-22,9,1,100.5,Low,0.06,Beauty,PROD32748,0.2
CUST000401,68.0,Female,Mumbai,Desktop,2023-04-21,25,22,11,3,1,0,0.0,172.43,2024-06-06,208,0,0.0,Low,0.0,Sports,PROD87330,0.12
CUST000402,65.0,Male,Mumbai,Desktop,2024-09-23,34,18,44,55,14,0,0.0,40.93,2024-03-20,286,0,0.0,Very Low,0.0,Electronics,PROD76007,0.4
CUST000403,66.0,Male,Chennai,Tablet,2024-04-08,101,12,53,27,3,1,137.64,130.22,2024-12-27,4,1,137.64,Low,0.4,,PROD92644,0.42
CUST000404,33.0,Male,Chennai,Mobile,2023-09-07,79,21,36,29,11,0,0.0,31.42,2024-02-19,316,0,0.0,Low,0.41,Fashion,PROD56346,0.37
CUST000405,51.0,Male,Chennai,Mobile,2021-02-13,73,11,37,20,4,0,0.0,58.1,2024-07-26,158,0,0.0,Low,0.27,Books,PROD96925,0.22
CUST000406,55.0,,Mumbai,Mobile,2023-10-12,67,14,17,9,2,1,39.18,40.28,2024-12-28,3,1,39.18,,0.34,Fashion,PROD88688,0.21
CUST000407,51.0,Male,Bangalore,Mobile,2022-12-21,1,17,9,0,2,1,46.57,47.22,2024-12-21,10,1,46.57,Very Low,0.13,Fashion,PROD65829,0.12
CUST000408,27.0,Female,Hyderabad,Desktop,2022-12-20,100,18,9,1,3,2,100.09,50.1,2024-12-28,3,2,100.09,Low,0.32,Fashion,PROD79537,0.31
CUST000409,25.0,Female,Mumbai,Desktop,2024-06-28,94,32,21,6,3,4,143.64,33.17,2024-12-01,30,4,143.64,Low,0.38,Fashion,PROD95638,0.3
CUST000410,44.0,Female,Hyderabad,Desktop,2022-03-01,32,29,20,30,4,0,0.0,159.55,2024-05-11,234,0,0.0,Very Low,0.2,Home,PROD83227,0.28
CUST000411,58.0,Male,Mumbai,Tablet,2023-06-26,52,21,42,26,6,1,66.88,64.84,2024-12-12,19,1,66.88,Very Low,0.24,Home,PROD56225,0.25
CUST000412,58.0,Female,Mumbai,Mobile,2024-10-27,55,17,41,14,5,1,107.11,106.69,2024-11-24,37,1,107.11,Low,0.32,Home,PROD81491,0.28
CUST000413,45.0,Male,Bangalore,Desktop,2024-10-11,41,31,6,17,4,2,54.84,26.08,2024-12-14,17,2,54.84,Very Low,0.2,Beauty,PROD65301,0.27
CUST000414,43.0,Female,Hyderabad,Mobile,2024-08-12,2,23,15,0,1,0,0.0,59.37,2024-05-03,242,0,0.0,Very Low,0.13,Electronics,PROD29595,0.15
CUST000415,48.0,Female,,Mobile,2022-04-04,1,21,1,8,4,3,91.00049999999999,31.93,2024-11-07,54,3,91.00049999999999,Very Low,0.0,Books,PROD12694,0.16
CUST000416,28.0,Male,Mumbai,Mobile,2022-02-13,22,25,4,2,1,2,36.16,18.6,2024-11-01,60,2,36.16,,0.0,Books,PROD69717,0.12
CUST000417,34.0,Female,Mumbai,Desktop,2024-01-08,86,15,69,60,14,1,101.82,96.82,2024-11-02,59,1,101.82,Low,0.22,Home,PROD54794,0.62
CUST000418,40.0,Female,Mumbai,Mobile,2023-06-20,173,11,36,15,2,3,198.98,61.63,2024-10-28,64,3,198.98,Low,0.57,Books,PROD41588,0.39
CUST000419,40.0,Female,Mumbai,Desktop,2023-01-19,123,18,44,42,3,3,737.42,247.92,2024-12-26,5,3,737.42,Low,0.59,Home,PROD49344,0.53
CUST000420,44.0,Female,Delhi,Mobile,2023-11-21,18,19,27,24,6,0,0.0,71.16,2024-05-17,228,0,0.0,Very Low,0.08,,PROD45580,0.31
CUST000421,27.0,Male,Hyderabad,Mobile,2023-04-14,4,16,1,2,3,0,0.0,44.18,2024-07-14,170,0,0.0,,0.16,Books,PROD28437,0.1
CUST000422,35.0,Female,Delhi,Mobile,2023-07-05,113,18,24,18,9,2,841.0940282774386,170.76049140031753,2024-10-27,65,2,841.0940282774386,Low,0.28,Beauty,PROD25300,0.25
CUST000423,48.0,Male,Chennai,Mobile,2022-10-12,126,16,32,13,6,0,0.0,97.78,2024-02-28,307,0,0.0,Low,0.2,Sports,PROD79294,0.35
CUST000424,32.0,Female,Hyderabad,Tablet,2023-05-19,79,20,21,46,18,2,156.46,80.34,2024-11-30,31,2,156.46,Low,0.3,Electronics,PROD72625,0.48
CUST000425,48.0,Male,Mumbai,Mobile,2024-03-14,46,18,14,10,1,2,140.09,70.3,2024-11-23,38,2,140.09,,0.0,Fashion,PROD45485,0.22
CUST000426,19.0,Female,Mumbai,Tablet,2022-01-05,78,26,34,21,5,1,104.956,110.48,2024-11-21,40,1,104.956,Very Low,0.09,Fashion,PROD39498,0.34
CUST000427,50.0,Male,Kolkata,Tablet,2022-02-11,37,21,18,8,3,1,235.9,218.54,2024-12-28,3,1,235.9,Very Low,0.22,Books,PROD32830,0.17
CUST000428,52.0,Male,Mumbai,Tablet,2021-12-17,83,20,8,8,1,0,0.0,29.01,2024-05-14,231,0,0.0,,0.29,Sports,PROD16492,0.13
CUST000429,26.0,Female,Mumbai,Mobile,2024-08-27,108,9,39,31,4,2,286.36,140.45,2024-12-13,18,2,286.36,Medium,0.4,Home,PROD62979,0.31
CUST000430,36.0,Male,Mumbai,Tablet,2023-11-12,126,8,39,33,7,2,226.54,106.58,2024-12-04,27,2,226.54,Low,0.36,Fashion,PROD25404,0.32
CUST000431,37.0,Male,Bangalore,Mobile,2022-04-02,16,17,24,14,11,1,135.23,137.63,2024-12-21,10,1,135.23,Very Low,0.05,Books,PROD35385,0.23
CUST000432,42.0,Female,Bangalore,Mobile,2022-02-18,31,10,10,13,6,2,152.79,79.61,2024-10-16,76,2,152.79,Very Low,0.01,Electronics,PROD34454,0.15
CUST000433,31.0,Female,Pune,Mobile,2021-09-17,96,10,56,48,13,1,36.97,35.65,2024-12-28,3,1,36.97,Low,0.54,Books,PROD59266,0.42
CUST000434,50.0,Male,Kolkata,Tablet,2024-02-13,120,33,9,24,2,2,28.65,14.96,2024-12-30,1,2,28.65,Low,0.21,Electronics,PROD57523,0.33
CUST000435,45.0,Male,Delhi,Mobile,2024-07-14,115,11,60,44,6,3,265.55,90.65,2024-12-01,30,3,265.55,Low,0.34,Fashion,PROD84641,0.59
CUST000436,39.0,Female,Delhi,Mobile,2024-02-13,17,21,16,20,4,0,0.0,72.05,2024-03-05,301,0,0.0,Very Low,0.0,Electronics,PROD82018,0.14
CUST000437,32.0,Female,Delhi,Mobile,2023-09-26,11,18,12,0,4,1,62.47,63.56,2024-08-12,141,1,62.47,Very Low,0.01,Electronics,PROD43515,0.09
CUST000438,54.0,Male,Mumbai,Mobile,2021-07-28,104,18,25,14,7,2,89.1,40.57,2024-12-28,3,2,89.1,Low,0.28,,PROD34679,0.31
CUST000439,29.0,Male,Mumbai,Mobile,2021-12-10,116,11,28,6,0,5,578.44,106.23,2024-10-02,90,5,578.44,Low,0.34,Beauty,PROD49088,0.26
CUST000440,66.0,Male,Mumbai,Desktop,2023-07-28,38,25,33,11,7,3,126.0,41.49,2024-12-09,22,3,126.0,Very Low,0.0,Beauty,PROD79019,0.31
CUST000441,59.0,Female,Mumbai,Mobile,2024-02-11,100,14,27,19,7,0,0.0,155.21,2024-04-13,262,0,0.0,Very Low,0.13,Home,PROD30483,0.31
CUST000442,41.0,Male,Mumbai,Desktop,2022-08-14,95,19,44,36,6,2,428.13,220.43,2024-11-05,56,2,428.13,Low,0.26,Home,PROD73025,0.44
CUST000443,41.0,,Delhi,Desktop,2024-09-23,53,20,3,7,1,2,355.46,184.45,2024-12-13,18,2,355.46,Very Low,0.0,Books,PROD60912,0.14
CUST000444,41.0,Female,Pune,Tablet,2023-07-06,89,17,46,25,2,0,0.0,101.67,2024-05-20,225,0,0.0,Low,0.38,Home,PROD20238,0.39
CUST000445,52.0,Male,Bangalore,Mobile,2022-10-04,110,9,9,14,7,0,0.0,166.86,2024-02-21,314,0,0.0,Very Low,0.11,Fashion,PROD63178,0.19
CUST000446,44.0,Male,Pune,Mobile,2023-01-08,79,10,34,12,7,1,50.8345,53.51,2024-10-20,72,1,50.8345,Very Low,0.22,,PROD65071,0.36
CUST000447,49.0,Female,,Mobile,2021-12-25,28,18,5,0,4,1,207.96,209.79,2024-12-13,18,1,207.96,Very Low,0.0,Home,PROD87756,0.08
CUST000448,20.0,Female,Bangalore,Mobile,2023-08-07,45,23,37,25,11,0,0.0,60.21,2024-01-08,358,0,0.0,Low,0.11,Fashion,PROD75597,0.39
CUST000449,48.0,Male,Delhi,Desktop,2024-01-19,40,32,10,0,1,0,0.0,69.05,2024-05-15,230,0,0.0,Very Low,0.0,Home,PROD65649,0.14
CUST000450,58.0,Female,Mumbai,Mobile,2022-12-23,25,19,18,5,1,1,100.92,105.98,2024-09-01,121,1,100.92,Very Low,0.21,Fashion,PROD45024,0.12
CUST000451,27.0,Male,Mumbai,Desktop,2022-06-01,93,17,33,26,11,0,0.0,157.76,2024-05-03,242,0,0.0,Low,0.3,Home,PROD75140,0.36
CUST000452,26.0,Male,Pune,Desktop,2023-06-28,138,7,62,39,22,4,699.21,180.98,2024-12-21,10,4,699.21,Medium,0.48,Electronics,PROD47613,0.48
CUST000453,23.0,Female,Pune,Mobile,2024-06-09,38,14,13,7,1,0,0.0,80.1,2024-01-30,336,0,0.0,Very Low,0.11,Beauty,PROD52703,0.19
CUST000454,30.0,Other,Mumbai,Desktop,2024-06-25,9,25,18,28,6,1,74.72699999999999,78.66,2024-12-01,30,1,74.72699999999999,Low,0.13,Fashion,PROD18856,0.21
CUST000455,42.0,Male,Mumbai,Mobile,2022-01-14,145,16,63,51,13,1,64.66,60.68,2024-10-26,66,1,64.66,Medium,0.44,Fashion,PROD42732,0.64
CUST000456,37.0,Male,Delhi,Mobile,2024-03-13,124,16,35,24,10,2,241.46,112.5,2024-12-28,3,2,241.46,Medium,0.38,Fashion,PROD68504,0.43
CUST000457,31.0,Male,Mumbai,Desktop,2022-10-13,110,20,45,25,8,0,0.0,63.31,2024-03-10,296,0,0.0,Low,0.33,Electronics,PROD58314,0.43
CUST000458,49.0,Male,Delhi,Tablet,2022-05-04,130,27,50,45,3,1,78.75,78.13,2024-12-07,24,1,78.75,Very Low,0.74,Books,PROD47585,0.38
CUST000459,31.0,Female,Mumbai,Mobile,2022-12-22,49,18,3,0,0,0,0.0,77.57,2024-09-22,100,0,0.0,Very Low,0.09,Electronics,PROD79156,0.14
CUST000460,40.0,Female,Bangalore,Mobile,2024-09-25,36,20,6,0,0,0,0.0,29.82,2024-08-04,149,0,0.0,Very Low,0.0,Electronics,PROD23255,0.12
CUST000461,59.0,Male,Delhi,Mobile,2023-01-11,51,26,21,14,2,1,74.74,70.95,2024-12-29,2,1,74.74,Very Low,0.01,Fashion,PROD65791,0.26
CUST000462,35.0,Female,Delhi,Mobile,2023-07-03,67,18,22,14,10,0,0.0,137.9,2024-04-09,266,0,0.0,Low,0.16,Electronics,PROD15392,0.31
CUST000463,35.0,Female,Mumbai,Desktop,2024-01-23,43,26,35,7,3,0,0.0,56.3,2024-08-29,124,0,0.0,Very Low,0.46,Home,PROD80229,0.3
CUST000464,20.0,Male,Delhi,Desktop,2022-05-14,18,14,20,15,2,0,0.0,97.58,2024-04-14,261,0,0.0,Low,0.16,Electronics,PROD67562,0.2
CUST000465,23.0,Male,Pune,Desktop,2023-10-24,42,34,15,20,10,0,0.0,405.75,2024-06-02,212,0,0.0,Low,0.0,Fashion,PROD10011,0.33
CUST000466,37.0,Female,Delhi,,2023-11-25,128,12,34,27,15,0,0.0,75.19,2024-01-06,360,0,0.0,Low,0.15,Electronics,PROD72753,0.45
CUST000467,58.0,Male,Kolkata,Mobile,2023-01-12,62,11,28,29,5,0,0.0,71.59,2024-04-09,266,0,0.0,Very Low,0.12,Fashion,PROD42299,0.23
CUST000468,50.0,Male,Chennai,Mobile,2021-08-19,96,14,37,25,1,2,76.16,39.8,2024-10-02,90,2,76.16,Low,0.56,Beauty,PROD67282,0.28
CUST000469,46.0,Female,Pune,Mobile,2024-10-22,80,16,4,11,3,1,15.3,15.11,2024-12-29,2,1,15.3,Very Low,0.3,Home,PROD99915,0.17
CUST000470,28.0,Male,Chennai,Desktop,2024-08-16,127,13,54,24,4,3,270.29,83.51,2024-12-28,3,3,270.29,Low,0.56,Electronics,PROD87448,0.49
CUST000471,26.0,Female,Hyderabad,Desktop,2023-07-02,24,20,18,28,13,2,107.65,49.23,2024-11-07,54,2,107.65,Very Low,0.02,Fashion,PROD32210,0.32
CUST000472,36.0,Female,Kolkata,Desktop,2023-05-25,83,9,33,37,11,2,518.81,241.31,2024-07-11,173,2,518.81,Low,0.29,Home,PROD52141,0.37
CUST000473,,Female,Mumbai,Mobile,2021-10-19,92,13,37,33,5,1,262.32,275.48,2024-12-20,11,1,262.32,Low,0.29,Fashion,PROD10050,0.29
CUST000474,38.0,Female,Bangalore,,2022-03-24,78,16,1,6,5,1,32.02,29.52,2024-12-07,24,1,32.02,Very Low,0.37,Sports,PROD59276,0.24
CUST000475,32.0,Female,Pune,Tablet,2024-05-25,32,19,13,0,4,2,97.99,46.03,2024-12-11,20,2,97.99,Very Low,0.37,Fashion,PROD55593,0.11
CUST000476,35.0,Male,Chennai,Mobile,2023-03-03,57,23,44,20,7,0,0.0,59.25,2024-08-07,146,0,0.0,Low,0.45,Electronics,PROD60618,0.31
CUST000477,30.0,Male,Pune,Desktop,2024-11-12,136,14,38,30,6,1,153.02,141.68,2024-12-14,17,1,153.02,Low,0.36,Sports,PROD67938,0.41
CUST000478,32.0,Male,Chennai,Mobile,2022-11-28,126,11,18,4,2,3,126.59,40.84,2024-12-06,25,3,126.59,Low,0.34,Electronics,PROD39403,0.23
CUST000479,47.0,Male,Kolkata,Mobile,2024-07-28,121,16,43,38,13,0,0.0,69.83,2024-02-06,329,0,0.0,Low,0.55,Fashion,PROD19841,0.41
CUST000480,35.0,Female,Hyderabad,Desktop,2023-01-22,1,22,28,17,5,1,426.25,425.09,2024-12-07,24,1,426.25,Very Low,0.0,,PROD30607,0.24
CUST000481,20.0,Female,Chennai,Mobile,2024-04-28,48,25,1,0,0,3,287.97,87.76,2024-12-25,6,3,287.97,Very Low,0.06,Beauty,PROD67248,0.18
CUST000482,34.0,Male,Bangalore,Desktop,2024-05-10,22,31,10,8,2,1,29.76,28.3,2024-12-05,26,1,29.76,Very Low,0.18,Electronics,PROD42648,0.22
CUST000483,38.0,Female,Kolkata,Desktop,2023-10-06,80,20,40,10,3,1,230.261,242.38,2024-12-18,13,1,230.261,Low,0.28,Books,PROD88926,0.24
CUST000484,35.0,Female,Chennai,Mobile,2023-05-13,115,19,45,15,7,1,324.62,298.16,2024-12-29,2,1,324.62,Low,0.14,Home,PROD66476,0.4
CUST000485,23.0,Male,Chennai,Desktop,2024-03-15,70,31,25,13,6,2,169.35,82.71,2024-12-22,9,2,169.35,Very Low,0.38,Fashion,PROD13964,0.27
CUST000486,30.0,Female,Hyderabad,Mobile,2023-05-05,24,17,4,0,1,0,0.0,33.0,2024-01-31,335,0,0.0,Very Low,0.0,Electronics,PROD84776,0.14
CUST000487,34.0,Male,Delhi,Mobile,2024-07-23,163,7,64,41,8,1,52.48,52.2,2024-12-20,11,1,52.48,Medium,0.79,Beauty,PROD65314,0.54
CUST000488,59.0,Female,Mumbai,Desktop,2023-06-25,1,26,19,10,5,1,29.83,31.4,2024-12-26,5,1,29.83,Very Low,0.27,Fashion,PROD59858,0.15
CUST000489,36.0,Female,Pune,Mobile,2022-10-03,47,19,8,0,1,0,0.0,6.2,2024-02-27,308,0,0.0,Low,0.2,Beauty,PROD38545,0.16
CUST000490,,Female,Bangalore,Mobile,2023-06-01,67,13,41,31,7,1,95.12349999999999,100.13,2024-12-21,10,1,95.12349999999999,Low,0.28,Electronics,PROD72048,0.33
CUST000491,33.0,Male,Delhi,Desktop,2023-09-09,61,23,28,32,10,1,101.05,95.99,2024-11-26,35,1,101.05,Low,0.25,Home,PROD45781,0.36
CUST000492,30.0,Female,Mumbai,Mobile,2024-12-11,51,16,11,0,1,2,81.77,38.88,2024-10-10,82,2,81.77,Low,0.46,Sports,PROD17545,0.05
CUST000493,38.0,Female,Chennai,Desktop,2022-10-23,85,17,20,15,5,1,129.23,119.67,2024-12-17,14,1,129.23,Very Low,0.25,Beauty,PROD13926,0.29
CUST000494,50.0,Male,Chennai,Desktop,2024-01-05,19,28,2,12,5,2,945.09,447.72,2024-11-30,31,2,945.09,Very Low,0.17,Beauty,PROD98225,0.24
CUST000495,61.0,Male,Chennai,Mobile,2021-04-22,47,14,47,27,3,3,602.43,202.55,2024-12-26,5,3,602.43,Low,0.33,Home,PROD47115,0.25
CUST000496,29.0,Female,Hyderabad,Mobile,2021-08-26,90,18,56,21,6,0,0.0,111.91,2024-01-17,349,0,0.0,Low,0.53,Electronics,PROD46147,0.46
CUST000497,55.0,Female,Delhi,Mobile,2024-12-27,28,18,19,25,5,1,42.38,40.5,2024-12-28,3,1,42.38,Low,0.16,Beauty,PROD70967,0.24
CUST000498,66.0,Female,Delhi,Mobile,2024-05-23,14,16,34,14,1,1,23.24,23.44,2024-10-31,61,1,23.24,Very Low,0.0,Beauty,PROD24030,0.12
CUST000499,47.0,Male,Mumbai,Desktop,2023-10-15,5,28,8,3,2,2,157.06,78.13,2024-12-12,19,2,157.06,Very Low,0.16,Electronics,PROD64210,0.15
CUST000500,34.0,Other,Chennai,Desktop,2023-06-22,133,21,33,12,1,3,162.2505,56.93,2024-12-15,16,3,162.2505,Low,0.33,Beauty,PROD18673,0.34
CUST000501,,Female,Mumbai,Mobile,2021-05-09,56,18,1,0,2,2,254.47,117.04,2024-10-28,64,2,254.47,Low,0.29,Electronics,PROD20577,0.14
CUST000502,30.0,Male,Hyderabad,Mobile,2024-08-01,112,11,25,9,3,3,188.97,59.91,2024-12-24,7,3,188.97,Low,0.49,Fashion,PROD21996,0.24
CUST000503,25.0,Female,Bangalore,Tablet,2022-04-09,21,20,21,19,5,1,76.76,75.07,2024-12-24,7,1,76.76,Very Low,0.0,Beauty,PROD28951,0.23
CUST000504,41.0,Female,Bangalore,Mobile,2024-04-16,1,19,8,13,4,0,0.0,33.43,2024-04-13,262,0,0.0,Very Low,0.0,Books,PROD78028,0.17
CUST000505,43.0,Female,Kolkata,Desktop,2024-05-27,122,19,41,38,5,0,0.0,47.23,2024-03-12,294,0,0.0,Low,0.44,Books,PROD86394,0.5
CUST000506,56.0,Female,Mumbai,Desktop,2023-11-14,21,32,11,12,6,1,30.703999999999997,32.32,2024-12-23,8,1,30.703999999999997,Low,0.09,Home,PROD49797,0.34
CUST000507,29.0,Female,Chennai,Mobile,2022-08-01,52,12,47,23,6,0,0.0,22.92,2024-05-01,244,0,0.0,Low,0.19,Electronics,PROD56540,0.29
